styleName,styleNamePinYin,styleNameShorthand
2019款 长续航全轮驱动版,2019kuan changxuhangquanlunqudongban,2019k cxhqlqdb
2019款 长续航后驱版,2019kuan changxuhanghouquban,2019k cxhhqb
2019款 长续航版,2019kuan changxuhangban,2019k cxhb
2019款 耀目版 240TURBO CVT两驱都市版,2019kuan yaomuban 240turbo cvtliangqudushiban,2019k ymb 240turbo cvtlqdsb
2019款 蓝鲸版 280T GDI DCT劲速型,2019kuan lanjingban 280t gdi dctjinsuxing,2019k ljb 280t gdi dctjsx
2019款 蓝标 1.5GDIT 自动都市版,2019kuan lanbiao 1.5gdit zidongdushiban,2019k lb 1.5gdit zddsb
2019款 劲享系列 1.5T CVT尊享型,2019kuan jinxiangxilie 1.5t cvtzunxiangxing,2019k jxxl 1.5t cvtzxx
2019款 劲享系列 1.5T CVT豪华型,2019kuan jinxiangxilie 1.5t cvthaohuaxing,2019k jxxl 1.5t cvthhx
2019款 红标 1.5GDIT 自动都市版,2019kuan hongbiao 1.5gdit zidongdushiban,2019k hb 1.5gdit zddsb
2019款 红标 1.5GDIT 手动都市版,2019kuan hongbiao 1.5gdit shoudongdushiban,2019k hb 1.5gdit sddsb
2019款 高能超长续航平方版,2019kuan gaonengchaochangxuhangpingfangban,2019k gnccxhpfb
2019款 高能超长续航幂方版,2019kuan gaonengchaochangxuhangmifangban,2019k gnccxhmfb
2019款 高能超长续航立方版,2019kuan gaonengchaochangxuhanglifangban,2019k gnccxhlfb
2019款 高能版 2.0T 自动两驱劲版 国VI,2019kuan gaonengban 2.0t zidongliangqujinban guovi,2019k gnb 2.0t zdlqjb gvi
2019款 高能版 2.0T 自动两驱劲Pro版 国VI,2019kuan gaonengban 2.0t zidongliangqujinproban guovi,2019k gnb 2.0t zdlqjprob gvi
2019款 改款 500 劲尚型,2019kuan gaikuan 500 jinshangxing,2019k gk 500 jsx
2019款 城市物流车智运版长轴上汽时代52.5kWh,2019kuan chengshiwuliuchezhiyunbanchangzhoushangqishidai52.5kwh,2019k cswlczybczsqsd52.5kwh
2019款 城市物流车智运版长轴盟固利35kWh,2019kuan chengshiwuliuchezhiyunbanchangzhoumengguli35kwh,2019k cswlczybczmgl35kwh
2019款 城市物流车智联版长轴上汽时代52.5kWh,2019kuan chengshiwuliuchezhilianbanchangzhoushangqishidai52.5kwh,2019k cswlczlbczsqsd52.5kwh
2019款 城市物流车智联版长轴盟固利35kWh,2019kuan chengshiwuliuchezhilianbanchangzhoumengguli35kwh,2019k cswlczlbczmgl35kwh
2019款 城市物流车快运版长轴上汽时代52.5kWh,2019kuan chengshiwuliuchekuaiyunbanchangzhoushangqishidai52.5kwh,2019k cswlckybczsqsd52.5kwh
2019款 城市物流车快运版长轴盟固利35kWh,2019kuan chengshiwuliuchekuaiyunbanchangzhoumengguli35kwh,2019k cswlckybczmgl35kwh
2019款 超能版 1.5TI 手动智联锋劲型 国VI,2019kuan chaonengban 1.5ti shoudongzhilianfengjinxing guovi,2019k cnb 1.5ti sdzlfjx gvi
2019款 超能版 1.5TI 手动智联锋劲型 国V,2019kuan chaonengban 1.5ti shoudongzhilianfengjinxing guov,2019k cnb 1.5ti sdzlfjx gv
2019款 TCe270 自动劲致型,2019kuan tce270 zidongjinzhixing,2019k tce270 zdjzx
2019款 TCe270 自动劲享型,2019kuan tce270 zidongjinxiangxing,2019k tce270 zdjxx
2019款 TCe270 自动劲擎型,2019kuan tce270 zidongjinqingxing,2019k tce270 zdjqx
2019款 TCe270 自动劲酷型,2019kuan tce270 zidongjinkuxing,2019k tce270 zdjkx
2019款 TCe240 手动劲酷型,2019kuan tce240 shoudongjinkuxing,2019k tce240 sdjkx
2019款 SLC 260 瑾瑜典藏版,2019kuan slc 260 jinyudiancangban,2019k slc 260 jydcb
2019款 S 500 L 4MATIC 臻藏版,2019kuan s 500 l 4matic zhencangban,2019k s 500 l 4matic zcb
2019款 S 450 L 臻藏版,2019kuan s 450 l zhencangban,2019k s 450 l zcb
2019款 S 450 L 4MATIC 臻藏版,2019kuan s 450 l 4matic zhencangban,2019k s 450 l 4matic zcb
2019款 S 350 L 尊贵型 臻藏版,2019kuan s 350 l zunguixing zhencangban,2019k s 350 l zgx zcb
2019款 S 350 L 豪华型 臻藏版,2019kuan s 350 l haohuaxing zhencangban,2019k s 350 l hhx zcb
2019款 S 320 L 臻藏版,2019kuan s 320 l zhencangban,2019k s 320 l zcb
2019款 RV80 B型房车长轴,2019kuan rv80 bxingfangchechangzhou,2019k rv80 bxfccz
2019款 R600 劲悦版,2019kuan r600 jinyueban,2019k r600 jyb
2019款 R600 劲尚版,2019kuan r600 jinshangban,2019k r600 jsb
2019款 R600 劲领版,2019kuan r600 jinlingban,2019k r600 jlb
2019款 R600 劲风版,2019kuan r600 jinfengban,2019k r600 jfb
2019款 R600 劲潮版,2019kuan r600 jinchaoban,2019k r600 jcb
2019款 Pro 1.5T 手动劲色版 国VI,2019kuan pro 1.5t shoudongjinseban guovi,2019k pro 1.5t sdjsb gvi
2019款 Pro 1.5T CVT劲色版 国VI,2019kuan pro 1.5t cvtjinseban guovi,2019k pro 1.5t cvtjsb gvi
2019款 Panamera 行政加长版 2.9T,2019kuan panamera xingzhengjiachangban 2.9t,2019k panamera xzjcb 2.9t
2019款 Panamera 4 行政加长版 2.9T,2019kuan panamera 4 xingzhengjiachangban 2.9t,2019k panamera 4 xzjcb 2.9t
2019款 P400e 创世加长版,2019kuan p400e chuangshijiachangban,2019k p400e csjcb
2019款 L500 EV商运型长轴中顶,2019kuan l500 evshangyunxingchangzhouzhongding,2019k l500 evsyxczzd
2019款 HERO 1.5L 手动都市版,2019kuan hero 1.5l shoudongdushiban,2019k hero 1.5l sddsb
2019款 HERO 1.5L CVT都市版,2019kuan hero 1.5l cvtdushiban,2019k hero 1.5l cvtdsb
2019款 GLS 400 4MATIC动感型臻藏版,2019kuan gls 400 4maticdongganxingzhencangban,2019k gls 400 4maticdgxzcb
2019款 GLS 320 4MATIC臻藏版,2019kuan gls 320 4maticzhencangban,2019k gls 320 4maticzcb
2019款 GLE 400 4MATIC 臻藏版(特殊配置),2019kuan gle 400 4matic zhencangban(teshupeizhi),2019k gle 400 4matic zcb(tspz)
2019款 GLE 400 4MATIC 臻藏版,2019kuan gle 400 4matic zhencangban,2019k gle 400 4matic zcb
2019款 GLE 320 4MATIC 豪华型臻藏版,2019kuan gle 320 4matic haohuaxingzhencangban,2019k gle 320 4matic hhxzcb
2019款 GLE 320 4MATIC 动感型臻藏版,2019kuan gle 320 4matic dongganxingzhencangban,2019k gle 320 4matic dgxzcb
2019款 FCV80燃料电池客车加长轴中顶10-14座,2019kuan fcv80ranliaodianchikechejiachangzhouzhongding10-14zuo,2019k fcv80rldckcjczzd10-14z
2019款 E劲版,2019kuan ejinban,2019k ejb
2019款 EV长轴中顶厢货,2019kuan evchangzhouzhongdingxianghuo,2019k evczzdxh
2019款 EV80纯电动物流车长轴中顶2-3座71kWh,2019kuan ev80chundiandongwuliuchechangzhouzhongding2-3zuo71kwh,2019k ev80cddwlcczzd2-3z71kwh
2019款 EV80纯电动物流车长轴高顶2-3座71kWh,2019kuan ev80chundiandongwuliuchechangzhougaoding2-3zuo71kwh,2019k ev80cddwlcczgd2-3z71kwh
2019款 EV80纯电动商旅版加长轴中顶10-14座53kWh,2019kuan ev80chundiandongshanglvbanjiachangzhouzhongding10-14zuo53kwh,2019k ev80cddslbjczzd10-14z53kwh
2019款 EV80纯电动客车加长轴中顶10-14座53kWh,2019kuan ev80chundiandongkechejiachangzhouzhongding10-14zuo53kwh,2019k ev80cddkcjczzd10-14z53kwh
2019款 EV80纯电动城市物流车VAN长轴中顶2-3座71kWh,2019kuan ev80chundiandongchengshiwuliuchevanchangzhouzhongding2-3zuo71kwh,2019k ev80cddcswlcvanczzd2-3z71kwh
2019款 EV80纯电动城市物流车VAN长轴高顶2-3座71kWh,2019kuan ev80chundiandongchengshiwuliuchevanchangzhougaoding2-3zuo71kwh,2019k ev80cddcswlcvanczgd2-3z71kwh
2019款 EV500 精英型超长续航版,2019kuan ev500 jingyingxingchaochangxuhangban,2019k ev500 jyxccxhb
2019款 DM 超能版 1.5TI 自动智联劲炫型 国VI,2019kuan dm chaonengban 1.5ti zidongzhilianjinxuanxing guovi,2019k dm cnb 1.5ti zdzljxx gvi
2019款 DM 超能版 1.5TI 自动智联劲炫型 国V,2019kuan dm chaonengban 1.5ti zidongzhilianjinxuanxing guov,2019k dm cnb 1.5ti zdzljxx gv
2019款 DM 超能版 1.5TI 自动智联劲享型 国VI,2019kuan dm chaonengban 1.5ti zidongzhilianjinxiangxing guovi,2019k dm cnb 1.5ti zdzljxx gvi
2019款 DM 超能版 1.5TI 自动智联劲速型 国VI,2019kuan dm chaonengban 1.5ti zidongzhilianjinsuxing guovi,2019k dm cnb 1.5ti zdzljsx gvi
2019款 DM 超能版 1.5TI 自动智联劲速型 国V,2019kuan dm chaonengban 1.5ti zidongzhilianjinsuxing guov,2019k dm cnb 1.5ti zdzljsx gv
2019款 DM 超能版 1.5TI 自动智联劲尚型 国VI,2019kuan dm chaonengban 1.5ti zidongzhilianjinshangxing guovi,2019k dm cnb 1.5ti zdzljsx gvi
2019款 DM 超能版 1.5TI 自动智联劲尚型 国V,2019kuan dm chaonengban 1.5ti zidongzhilianjinshangxing guov,2019k dm cnb 1.5ti zdzljsx gv
2019款 DM 超能版 1.5TI 自动智联劲睿型 国VI,2019kuan dm chaonengban 1.5ti zidongzhilianjinruixing guovi,2019k dm cnb 1.5ti zdzljrx gvi
2019款 AMG S 65 L 典藏版,2019kuan amg s 65 l diancangban,2019k amg s 65 l dcb
2019款 530T 自动劲享版（5座款） 国VI,2019kuan 530t zidongjinxiangban（5zuokuan） guovi,2019k 530t zdjxb（5zk） gvi
2019款 530T 自动劲享版（5座款） 国V,2019kuan 530t zidongjinxiangban（5zuokuan） guov,2019k 530t zdjxb（5zk） gv
2019款 530T 自动劲享版（5+2款） 国VI,2019kuan 530t zidongjinxiangban（5+2kuan） guovi,2019k 530t zdjxb（5+2k） gvi
2019款 500 劲尚型,2019kuan 500 jinshangxing,2019k 500 jsx
2019款 5.0 V8 SC 尊崇创世加长版,2019kuan 5.0 v8 sc zunchongchuangshijiachangban,2019k 5.0 v8 sc zccsjcb
2019款 5.0 V8 SC SVA巅峰创世加长版,2019kuan 5.0 v8 sc svadianfengchuangshijiachangban,2019k 5.0 v8 sc svadfcsjcb
2019款 435T RS CVT两驱劲锐版 国VI,2019kuan 435t rs cvtliangqujinruiban guovi,2019k 435t rs cvtlqjrb gvi
2019款 325T 自动劲版 国VI,2019kuan 325t zidongjinban guovi,2019k 325t zdjb gvi
2019款 325T 手动劲版 国VI,2019kuan 325t shoudongjinban guovi,2019k 325t sdjb gvi
2019款 3.5T 猛禽性能劲化版,2019kuan 3.5t mengqinxingnengjinhuaban,2019k 3.5t mqxnjhb
2019款 3.0 V6 SC 尊崇创世加长版,2019kuan 3.0 v6 sc zunchongchuangshijiachangban,2019k 3.0 v6 sc zccsjcb
2019款 3.0 V6 SC 传世加长版,2019kuan 3.0 v6 sc chuanshijiachangban,2019k 3.0 v6 sc csjcb
2019款 280TSI 珍藏版,2019kuan 280tsi zhencangban,2019k 280tsi zcb
2019款 240TURBO CVT两驱都市版 国VI,2019kuan 240turbo cvtliangqudushiban guovi,2019k 240turbo cvtlqdsb gvi
2019款 240TURBO CVT两驱都市版 国V,2019kuan 240turbo cvtliangqudushiban guov,2019k 240turbo cvtlqdsb gv
2019款 220TURBO 手动劲控版 国VI,2019kuan 220turbo shoudongjinkongban guovi,2019k 220turbo sdjkb gvi
2019款 220TURBO 手动劲控版 国V,2019kuan 220turbo shoudongjinkongban guov,2019k 220turbo sdjkb gv
2019款 220TURBO CVT劲擎版 国VI,2019kuan 220turbo cvtjinqingban guovi,2019k 220turbo cvtjqb gvi
2019款 220TURBO CVT劲擎版 国V,2019kuan 220turbo cvtjinqingban guov,2019k 220turbo cvtjqb gv
2019款 220TURBO CVT劲动版 国VI,2019kuan 220turbo cvtjindongban guovi,2019k 220turbo cvtjdb gvi
2019款 220TURBO CVT劲动版 国V,2019kuan 220turbo cvtjindongban guov,2019k 220turbo cvtjdb gv
2019款 220T 手动劲享版,2019kuan 220t shoudongjinxiangban,2019k 220t sdjxb
2019款 200T 手动劲享-互联大屏版,2019kuan 200t shoudongjinxiang-huliandapingban,2019k 200t sdjx-hldpb
2019款 2.8T两驱长轴基本型JE493ZLQ5D,2019kuan 2.8tliangquchangzhoujibenxingje493zlq5d,2019k 2.8tlqczjbxje493zlq5d
2019款 2.8T 四驱精锐版加长轴距JE493ZLQ5D,2019kuan 2.8t siqujingruibanjiachangzhoujuje493zlq5d,2019k 2.8t sqjrbjczjje493zlq5d
2019款 2.8T 四驱豪华版加长轴距JE493ZLQ5D,2019kuan 2.8t siquhaohuabanjiachangzhoujuje493zlq5d,2019k 2.8t sqhhbjczjje493zlq5d
2019款 2.8T 四驱超豪华版加长轴距JE493ZLQ5D,2019kuan 2.8t siquchaohaohuabanjiachangzhoujuje493zlq5d,2019k 2.8t sqchhbjczjje493zlq5d
2019款 2.8T 三角门 柴油版 国V,2019kuan 2.8t sanjiaomen chaiyouban guov,2019k 2.8t sjm cyb gv
2019款 2.8T 两驱精锐版加长轴距JE493ZLQ5D,2019kuan 2.8t liangqujingruibanjiachangzhoujuje493zlq5d,2019k 2.8t lqjrbjczjje493zlq5d
2019款 2.8T 两驱豪华版加长轴距JE493ZLQ5D,2019kuan 2.8t liangquhaohuabanjiachangzhoujuje493zlq5d,2019k 2.8t lqhhbjczjje493zlq5d
2019款 2.8T 两驱超豪华版加长轴距JE493ZLQ5D,2019kuan 2.8t liangquchaohaohuabanjiachangzhoujuje493zlq5d,2019k 2.8t lqchhbjczjje493zlq5d
2019款 2.8T 两驱柴油超值版加长箱JE493ZLQ5D,2019kuan 2.8t liangquchaiyouchaozhibanjiachangxiangje493zlq5d,2019k 2.8t lqcyczbjcxje493zlq5d
2019款 2.8T S 长轴7座ISF2.8s5F148,2019kuan 2.8t s changzhou7zuoisf2.8s5f148,2019k 2.8t s cz7zisf2.8s5f148
2019款 2.8T S 长轴17座ISF2.8s5F148,2019kuan 2.8t s changzhou17zuoisf2.8s5f148,2019k 2.8t s cz17zisf2.8s5f148
2019款 2.8T PLUS尊贵版加长轴距JE493ZLQ5D,2019kuan 2.8t pluszunguibanjiachangzhoujuje493zlq5d,2019k 2.8t pluszgbjczjje493zlq5d
2019款 2.8T PLUS舒适版加长轴距JE493ZLQ5D,2019kuan 2.8t plusshushibanjiachangzhoujuje493zlq5d,2019k 2.8t plusssbjczjje493zlq5d
2019款 2.8T N1S四驱柴油至尊版加长箱JE493ZLQ5D,2019kuan 2.8t n1ssiquchaiyouzhizunbanjiachangxiangje493zlq5d,2019k 2.8t n1ssqcyzzbjcxje493zlq5d
2019款 2.8T N1S四驱柴油运动版加长箱JE493ZLQ5D,2019kuan 2.8t n1ssiquchaiyouyundongbanjiachangxiangje493zlq5d,2019k 2.8t n1ssqcyydbjcxje493zlq5d
2019款 2.8T N1S两驱柴油至尊版加长箱JE493ZLQ5D,2019kuan 2.8t n1sliangquchaiyouzhizunbanjiachangxiangje493zlq5d,2019k 2.8t n1slqcyzzbjcxje493zlq5d
2019款 2.8T N1S两驱柴油运动版加长箱JE493ZLQ5D,2019kuan 2.8t n1sliangquchaiyouyundongbanjiachangxiangje493zlq5d,2019k 2.8t n1slqcyydbjcxje493zlq5d
2019款 2.8T E3 泰国版气囊版长箱4J28TC4,2019kuan 2.8t e3 taiguobanqinangbanchangxiang4j28tc4,2019k 2.8t e3 tgbqnbcx4j28tc4
2019款 2.8T E3 泰国版工具版长箱4J28TC4,2019kuan 2.8t e3 taiguobangongjubanchangxiang4j28tc4,2019k 2.8t e3 tgbgjbcx4j28tc4
2019款 2.8T E3 70周年四驱舒适版高货台长轴4J28TC4,2019kuan 2.8t e3 70zhouniansiqushushibangaohuotaichangzhou4j28tc4,2019k 2.8t e3 70znsqssbghtcz4j28tc4
2019款 2.8T E3 70周年四驱精英版高货台长轴4J28TC4,2019kuan 2.8t e3 70zhouniansiqujingyingbangaohuotaichangzhou4j28tc4,2019k 2.8t e3 70znsqjybghtcz4j28tc4
2019款 2.8T E3 70周年两驱舒适版高货台长轴4J28TC4,2019kuan 2.8t e3 70zhounianliangqushushibangaohuotaichangzhou4j28tc4,2019k 2.8t e3 70znlqssbghtcz4j28tc4
2019款 2.8T E3 70周年两驱舒适版低货台长轴4J28TC4,2019kuan 2.8t e3 70zhounianliangqushushibandihuotaichangzhou4j28tc4,2019k 2.8t e3 70znlqssbdhtcz4j28tc4
2019款 2.8T E3 70周年两驱精英版高货台长轴4J28TC4,2019kuan 2.8t e3 70zhounianliangqujingyingbangaohuotaichangzhou4j28tc4,2019k 2.8t e3 70znlqjybghtcz4j28tc4
2019款 2.8T E3 70周年两驱精英版低货台长轴4J28TC4,2019kuan 2.8t e3 70zhounianliangqujingyingbandihuotaichangzhou4j28tc4,2019k 2.8t e3 70znlqjybdhtcz4j28tc4
2019款 2.5T四驱自动旗舰版 国VI 加长版JE4D25Q6A,2019kuan 2.5tsiquzidongqijianban guovi jiachangbanje4d25q6a,2019k 2.5tsqzdqjb gvi jcbje4d25q6a
2019款 2.5T四驱自动领航版 国VI 加长版JE4D25Q6A,2019kuan 2.5tsiquzidonglinghangban guovi jiachangbanje4d25q6a,2019k 2.5tsqzdlhb gvi jcbje4d25q6a
2019款 2.5T四驱自动基本款加长版JE4D25Q5A,2019kuan 2.5tsiquzidongjibenkuanjiachangbanje4d25q5a,2019k 2.5tsqzdjbkjcbje4d25q5a
2019款 2.5T四驱自动豪华款加长版JE4D25Q5A,2019kuan 2.5tsiquzidonghaohuakuanjiachangbanje4d25q5a,2019k 2.5tsqzdhhkjcbje4d25q5a
2019款 2.5T四驱手动旗舰版 国VI 加长版JE4D25Q6A,2019kuan 2.5tsiqushoudongqijianban guovi jiachangbanje4d25q6a,2019k 2.5tsqsdqjb gvi jcbje4d25q6a
2019款 2.5T四驱手动领航版 国VI 加长版JE4D25Q6A,2019kuan 2.5tsiqushoudonglinghangban guovi jiachangbanje4d25q6a,2019k 2.5tsqsdlhb gvi jcbje4d25q6a
2019款 2.5T四驱手动基本款加长版JE4D25Q5A,2019kuan 2.5tsiqushoudongjibenkuanjiachangbanje4d25q5a,2019k 2.5tsqsdjbkjcbje4d25q5a
2019款 2.5T四驱手动豪华款加长版JE4D25Q5A,2019kuan 2.5tsiqushoudonghaohuakuanjiachangbanje4d25q5a,2019k 2.5tsqsdhhkjcbje4d25q5a
2019款 2.5T四驱柴油旗舰国VI瑞迈S加长版JE4D25Q6A,2019kuan 2.5tsiquchaiyouqijianguoviruimaisjiachangbanje4d25q6a,2019k 2.5tsqcyqjgvirmsjcbje4d25q6a
2019款 2.5T四驱柴油领航国VI瑞迈S加长版JE4D25Q6A,2019kuan 2.5tsiquchaiyoulinghangguoviruimaisjiachangbanje4d25q6a,2019k 2.5tsqcylhgvirmsjcbje4d25q6a
2019款 2.5T四驱柴油劲取版国VI JE4D25Q6A,2019kuan 2.5tsiquchaiyoujinqubanguovi je4d25q6a,2019k 2.5tsqcyjqbgvi je4d25q6a
2019款 2.5T四驱柴油豪华款瑞迈S加长版JE4D25Q5A,2019kuan 2.5tsiquchaiyouhaohuakuanruimaisjiachangbanje4d25q5a,2019k 2.5tsqcyhhkrmsjcbje4d25q5a
2019款 2.5T四驱柴油超豪华款瑞迈S加长版JE4D25Q5A,2019kuan 2.5tsiquchaiyouchaohaohuakuanruimaisjiachangbanje4d25q5a,2019k 2.5tsqcychhkrmsjcbje4d25q5a
2019款 2.5T手动四驱舒适型长轴JE4D25Q5A,2019kuan 2.5tshoudongsiqushushixingchangzhouje4d25q5a,2019k 2.5tsdsqssxczje4d25q5a
2019款 2.5T手动四驱豪华型长轴JE4D25Q5A,2019kuan 2.5tshoudongsiquhaohuaxingchangzhouje4d25q5a,2019k 2.5tsdsqhhxczje4d25q5a
2019款 2.5T手动四驱创享型长轴JE4D25Q5A,2019kuan 2.5tshoudongsiquchuangxiangxingchangzhouje4d25q5a,2019k 2.5tsdsqcxxczje4d25q5a
2019款 2.5T手动两驱舒适型长轴JE4D25Q5A,2019kuan 2.5tshoudongliangqushushixingchangzhouje4d25q5a,2019k 2.5tsdlqssxczje4d25q5a
2019款 2.5T手动两驱豪华型长轴JE4D25Q5A,2019kuan 2.5tshoudongliangquhaohuaxingchangzhouje4d25q5a,2019k 2.5tsdlqhhxczje4d25q5a
2019款 2.5T手动两驱创享型长轴JE4D25Q5A,2019kuan 2.5tshoudongliangquchuangxiangxingchangzhouje4d25q5a,2019k 2.5tsdlqcxxczje4d25q5a
2019款 2.5T两驱自动旗舰版 国VI 加长版JE4D25Q6A,2019kuan 2.5tliangquzidongqijianban guovi jiachangbanje4d25q6a,2019k 2.5tlqzdqjb gvi jcbje4d25q6a
2019款 2.5T两驱自动领航版 国VI 加长版JE4D25Q6A,2019kuan 2.5tliangquzidonglinghangban guovi jiachangbanje4d25q6a,2019k 2.5tlqzdlhb gvi jcbje4d25q6a
2019款 2.5T两驱自动基本款加长版JE4D25Q5A,2019kuan 2.5tliangquzidongjibenkuanjiachangbanje4d25q5a,2019k 2.5tlqzdjbkjcbje4d25q5a
2019款 2.5T两驱自动豪华款加长版JE4D25Q5A,2019kuan 2.5tliangquzidonghaohuakuanjiachangbanje4d25q5a,2019k 2.5tlqzdhhkjcbje4d25q5a
2019款 2.5T两驱手动旗舰版 国VI 加长版JE4D25Q6A,2019kuan 2.5tliangqushoudongqijianban guovi jiachangbanje4d25q6a,2019k 2.5tlqsdqjb gvi jcbje4d25q6a
2019款 2.5T两驱手动领航版 国VI 加长版JE4D25Q6A,2019kuan 2.5tliangqushoudonglinghangban guovi jiachangbanje4d25q6a,2019k 2.5tlqsdlhb gvi jcbje4d25q6a
2019款 2.5T两驱手动基本款加长版JE4D25Q5A,2019kuan 2.5tliangqushoudongjibenkuanjiachangbanje4d25q5a,2019k 2.5tlqsdjbkjcbje4d25q5a
2019款 2.5T两驱手动豪华款加长版JE4D25Q5A,2019kuan 2.5tliangqushoudonghaohuakuanjiachangbanje4d25q5a,2019k 2.5tlqsdhhkjcbje4d25q5a
2019款 2.5T两驱柴油旗舰国VI瑞迈S加长版JE4D25Q6A,2019kuan 2.5tliangquchaiyouqijianguoviruimaisjiachangbanje4d25q6a,2019k 2.5tlqcyqjgvirmsjcbje4d25q6a
2019款 2.5T两驱柴油领航国VI瑞迈S加长版JE4D25Q6A,2019kuan 2.5tliangquchaiyoulinghangguoviruimaisjiachangbanje4d25q6a,2019k 2.5tlqcylhgvirmsjcbje4d25q6a
2019款 2.5T两驱柴油劲取版国VI JE4D25Q6A,2019kuan 2.5tliangquchaiyoujinqubanguovi je4d25q6a,2019k 2.5tlqcyjqbgvi je4d25q6a
2019款 2.5T两驱柴油豪华款瑞迈S加长版JE4D25Q5A,2019kuan 2.5tliangquchaiyouhaohuakuanruimaisjiachangbanje4d25q5a,2019k 2.5tlqcyhhkrmsjcbje4d25q5a
2019款 2.5T两驱柴油超豪华款瑞迈S加长版JE4D25Q5A,2019kuan 2.5tliangquchaiyouchaohaohuakuanruimaisjiachangbanje4d25q5a,2019k 2.5tlqcychhkrmsjcbje4d25q5a
2019款 2.5T经典款AMT厢式货车VAN长轴中顶2/3座,2019kuan 2.5tjingdiankuanamtxiangshihuochevanchangzhouzhongding2/3zuo,2019k 2.5tjdkamtxshcvanczzd2/3z
2019款 2.5T经典款AMT厢式货车VAN长轴高顶3座,2019kuan 2.5tjingdiankuanamtxiangshihuochevanchangzhougaoding3zuo,2019k 2.5tjdkamtxshcvanczgd3z
2019款 2.5T经典款AMT商旅长轴中顶9座,2019kuan 2.5tjingdiankuanamtshanglvchangzhouzhongding9zuo,2019k 2.5tjdkamtslczzd9z
2019款 2.5T经典款AMT商旅长轴中顶14座无移门,2019kuan 2.5tjingdiankuanamtshanglvchangzhouzhongding14zuowuyimen,2019k 2.5tjdkamtslczzd14zwym
2019款 2.5T经典款AMT商旅长轴中顶14/15座,2019kuan 2.5tjingdiankuanamtshanglvchangzhouzhongding14/15zuo,2019k 2.5tjdkamtslczzd14/15z
2019款 2.5T经典款AMT商旅长轴高顶14/15座,2019kuan 2.5tjingdiankuanamtshanglvchangzhougaoding14/15zuo,2019k 2.5tjdkamtslczgd14/15z
2019款 2.5T经典款AMT商旅加长轴中顶17座无移门,2019kuan 2.5tjingdiankuanamtshanglvjiachangzhouzhongding17zuowuyimen,2019k 2.5tjdkamtsljczzd17zwym
2019款 2.5T经典款AMT商旅加长轴中顶17-18座,2019kuan 2.5tjingdiankuanamtshanglvjiachangzhouzhongding17-18zuo,2019k 2.5tjdkamtsljczzd17-18z
2019款 2.5T经典款AMT商旅加长轴高顶17座无移门,2019kuan 2.5tjingdiankuanamtshanglvjiachangzhougaoding17zuowuyimen,2019k 2.5tjdkamtsljczgd17zwym
2019款 2.5T经典款AMT商旅加长轴高顶17-18座,2019kuan 2.5tjingdiankuanamtshanglvjiachangzhougaoding17-18zuo,2019k 2.5tjdkamtsljczgd17-18z
2019款 2.5T经典款AMT傲运通长轴中顶7座,2019kuan 2.5tjingdiankuanamtaoyuntongchangzhouzhongding7zuo,2019k 2.5tjdkamtaytczzd7z
2019款 2.5T经典款AMT傲运通长轴中顶10座,2019kuan 2.5tjingdiankuanamtaoyuntongchangzhouzhongding10zuo,2019k 2.5tjdkamtaytczzd10z
2019款 2.5T经典款AMT傲运通长轴高顶7座,2019kuan 2.5tjingdiankuanamtaoyuntongchangzhougaoding7zuo,2019k 2.5tjdkamtaytczgd7z
2019款 2.5T经典款AMT傲运通长轴高顶10座,2019kuan 2.5tjingdiankuanamtaoyuntongchangzhougaoding10zuo,2019k 2.5tjdkamtaytczgd10z
2019款 2.5T经典款AMT傲运通改款长轴中顶7座,2019kuan 2.5tjingdiankuanamtaoyuntonggaikuanchangzhouzhongding7zuo,2019k 2.5tjdkamtaytgkczzd7z
2019款 2.5T经典款AMT傲运通改款长轴高顶7座,2019kuan 2.5tjingdiankuanamtaoyuntonggaikuanchangzhougaoding7zuo,2019k 2.5tjdkamtaytgkczgd7z
2019款 2.5T经典款6挡手动厢式货车VAN长轴中顶2/3座,2019kuan 2.5tjingdiankuan6dangshoudongxiangshihuochevanchangzhouzhongding2/3zuo,2019k 2.5tjdk6dsdxshcvanczzd2/3z
2019款 2.5T经典款6挡手动厢式货车VAN长轴高顶3座,2019kuan 2.5tjingdiankuan6dangshoudongxiangshihuochevanchangzhougaoding3zuo,2019k 2.5tjdk6dsdxshcvanczgd3z
2019款 2.5T经典款6挡手动商旅长轴中顶9座,2019kuan 2.5tjingdiankuan6dangshoudongshanglvchangzhouzhongding9zuo,2019k 2.5tjdk6dsdslczzd9z
2019款 2.5T经典款6挡手动商旅长轴中顶14座无移门,2019kuan 2.5tjingdiankuan6dangshoudongshanglvchangzhouzhongding14zuowuyimen,2019k 2.5tjdk6dsdslczzd14zwym
2019款 2.5T经典款6挡手动商旅长轴中顶14/15座,2019kuan 2.5tjingdiankuan6dangshoudongshanglvchangzhouzhongding14/15zuo,2019k 2.5tjdk6dsdslczzd14/15z
2019款 2.5T经典款6挡手动商旅长轴高顶14/15座,2019kuan 2.5tjingdiankuan6dangshoudongshanglvchangzhougaoding14/15zuo,2019k 2.5tjdk6dsdslczgd14/15z
2019款 2.5T经典款6挡手动商旅加长轴中顶17座无移门,2019kuan 2.5tjingdiankuan6dangshoudongshanglvjiachangzhouzhongding17zuowuyimen,2019k 2.5tjdk6dsdsljczzd17zwym
